Audit_ID,Object,Source,Numerator,Denominator,Unknown_Count,Percentage,Status,Rule
DEN_CHR00037,CHR00037,T11_TRIAL_CHARACTERISTICS.csv,374,1218,0,30.706076,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00038,CHR00038,T11_TRIAL_CHARACTERISTICS.csv,770,1218,0,63.218391,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00039,CHR00039,T11_TRIAL_CHARACTERISTICS.csv,623,1218,0,51.149425,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00040,CHR00040,T11_TRIAL_CHARACTERISTICS.csv,595,1218,0,48.850575,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00041,CHR00041,T11_TRIAL_CHARACTERISTICS.csv,96,1218,102,7.881773,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00042,CHR00042,T11_TRIAL_CHARACTERISTICS.csv,1020,1218,102,83.743842,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00043,CHR00043,T11_TRIAL_CHARACTERISTICS.csv,102,1218,102,8.374384,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00044,CHR00044,T11_TRIAL_CHARACTERISTICS.csv,630,1218,102,51.724138,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00045,CHR00045,T11_TRIAL_CHARACTERISTICS.csv,102,1218,102,8.374384,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00046,CHR00046,T11_TRIAL_CHARACTERISTICS.csv,486,1218,102,39.901478,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00047,CHR00047,T11_TRIAL_CHARACTERISTICS.csv,698,1218,1,57.307061,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00048,CHR00048,T11_TRIAL_CHARACTERISTICS.csv,519,1218,1,42.610837,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00049,CHR00049,T11_TRIAL_CHARACTERISTICS.csv,1,1218,1,0.082102,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00050,CHR00050,T11_TRIAL_CHARACTERISTICS.csv,29,1218,199,2.380952,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00051,CHR00051,T11_TRIAL_CHARACTERISTICS.csv,590,1218,199,48.440066,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00052,CHR00052,T11_TRIAL_CHARACTERISTICS.csv,7,1218,199,0.574713,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00053,CHR00053,T11_TRIAL_CHARACTERISTICS.csv,47,1218,199,3.858785,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00054,CHR00054,T11_TRIAL_CHARACTERISTICS.csv,165,1218,199,13.546798,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00055,CHR00055,T11_TRIAL_CHARACTERISTICS.csv,5,1218,199,0.410509,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00056,CHR00056,T11_TRIAL_CHARACTERISTICS.csv,129,1218,199,10.591133,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00057,CHR00057,T11_TRIAL_CHARACTERISTICS.csv,199,1218,199,16.338259,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00058,CHR00058,T11_TRIAL_CHARACTERISTICS.csv,47,1218,199,3.858785,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00059,CHR00059,T11_TRIAL_CHARACTERISTICS.csv,440,1218,0,36.124795,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00060,CHR00060,T11_TRIAL_CHARACTERISTICS.csv,134,1218,0,11.001642,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00061,CHR00061,T11_TRIAL_CHARACTERISTICS.csv,644,1218,0,52.873563,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00062,CHR00062,T11_TRIAL_CHARACTERISTICS.csv,1218,1218,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00063,CHR00063,T11_TRIAL_CHARACTERISTICS.csv,117,117,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00064,CHR00064,T11_TRIAL_CHARACTERISTICS.csv,37,117,0,31.623932,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00065,CHR00065,T11_TRIAL_CHARACTERISTICS.csv,80,117,0,68.376068,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00066,CHR00066,T11_TRIAL_CHARACTERISTICS.csv,7,117,0,5.982906,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00067,CHR00067,T11_TRIAL_CHARACTERISTICS.csv,38,117,0,32.478632,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00068,CHR00068,T11_TRIAL_CHARACTERISTICS.csv,72,117,0,61.538462,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00069,CHR00069,T11_TRIAL_CHARACTERISTICS.csv,74,117,0,63.247863,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00070,CHR00070,T11_TRIAL_CHARACTERISTICS.csv,43,117,0,36.752137,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00071,CHR00071,T11_TRIAL_CHARACTERISTICS.csv,12,117,8,10.25641,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00072,CHR00072,T11_TRIAL_CHARACTERISTICS.csv,97,117,8,82.905983,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00073,CHR00073,T11_TRIAL_CHARACTERISTICS.csv,8,117,8,6.837607,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00074,CHR00074,T11_TRIAL_CHARACTERISTICS.csv,60,117,8,51.282051,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00075,CHR00075,T11_TRIAL_CHARACTERISTICS.csv,8,117,8,6.837607,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00076,CHR00076,T11_TRIAL_CHARACTERISTICS.csv,49,117,8,41.880342,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00077,CHR00077,T11_TRIAL_CHARACTERISTICS.csv,75,117,0,64.102564,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00078,CHR00078,T11_TRIAL_CHARACTERISTICS.csv,42,117,0,35.897436,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00079,CHR00079,T11_TRIAL_CHARACTERISTICS.csv,1,117,17,0.854701,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00080,CHR00080,T11_TRIAL_CHARACTERISTICS.csv,51,117,17,43.589744,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00081,CHR00081,T11_TRIAL_CHARACTERISTICS.csv,2,117,17,1.709402,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00082,CHR00082,T11_TRIAL_CHARACTERISTICS.csv,10,117,17,8.547009,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00083,CHR00083,T11_TRIAL_CHARACTERISTICS.csv,18,117,17,15.384615,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00084,CHR00084,T11_TRIAL_CHARACTERISTICS.csv,13,117,17,11.111111,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00085,CHR00085,T11_TRIAL_CHARACTERISTICS.csv,17,117,17,14.529915,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00086,CHR00086,T11_TRIAL_CHARACTERISTICS.csv,5,117,17,4.273504,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00087,CHR00087,T11_TRIAL_CHARACTERISTICS.csv,44,117,0,37.606838,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00088,CHR00088,T11_TRIAL_CHARACTERISTICS.csv,11,117,0,9.401709,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00089,CHR00089,T11_TRIAL_CHARACTERISTICS.csv,62,117,0,52.991453,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00090,CHR00090,T11_TRIAL_CHARACTERISTICS.csv,117,117,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00091,CHR00091,T11_TRIAL_CHARACTERISTICS.csv,304,304,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00092,CHR00092,T11_TRIAL_CHARACTERISTICS.csv,74,304,1,24.342105,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00093,CHR00093,T11_TRIAL_CHARACTERISTICS.csv,1,304,1,0.328947,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00094,CHR00094,T11_TRIAL_CHARACTERISTICS.csv,229,304,1,75.328947,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00095,CHR00095,T11_TRIAL_CHARACTERISTICS.csv,17,304,0,5.592105,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00096,CHR00096,T11_TRIAL_CHARACTERISTICS.csv,155,304,0,50.986842,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00097,CHR00097,T11_TRIAL_CHARACTERISTICS.csv,132,304,0,43.421053,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00098,CHR00098,T11_TRIAL_CHARACTERISTICS.csv,157,304,0,51.644737,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00099,CHR00099,T11_TRIAL_CHARACTERISTICS.csv,147,304,0,48.355263,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00100,CHR00100,T11_TRIAL_CHARACTERISTICS.csv,42,304,26,13.815789,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00101,CHR00101,T11_TRIAL_CHARACTERISTICS.csv,236,304,26,77.631579,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00102,CHR00102,T11_TRIAL_CHARACTERISTICS.csv,26,304,26,8.552632,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00103,CHR00103,T11_TRIAL_CHARACTERISTICS.csv,153,304,26,50.328947,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00104,CHR00104,T11_TRIAL_CHARACTERISTICS.csv,26,304,26,8.552632,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00105,CHR00105,T11_TRIAL_CHARACTERISTICS.csv,125,304,26,41.118421,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00106,CHR00106,T11_TRIAL_CHARACTERISTICS.csv,165,304,0,54.276316,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00107,CHR00107,T11_TRIAL_CHARACTERISTICS.csv,139,304,0,45.723684,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00108,CHR00108,T11_TRIAL_CHARACTERISTICS.csv,8,304,57,2.631579,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00109,CHR00109,T11_TRIAL_CHARACTERISTICS.csv,145,304,57,47.697368,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00110,CHR00110,T11_TRIAL_CHARACTERISTICS.csv,10,304,57,3.289474,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00111,CHR00111,T11_TRIAL_CHARACTERISTICS.csv,28,304,57,9.210526,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00112,CHR00112,T11_TRIAL_CHARACTERISTICS.csv,2,304,57,0.657895,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00113,CHR00113,T11_TRIAL_CHARACTERISTICS.csv,42,304,57,13.815789,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00114,CHR00114,T11_TRIAL_CHARACTERISTICS.csv,57,304,57,18.75,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00115,CHR00115,T11_TRIAL_CHARACTERISTICS.csv,12,304,57,3.947368,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00116,CHR00116,T11_TRIAL_CHARACTERISTICS.csv,145,304,0,47.697368,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00117,CHR00117,T11_TRIAL_CHARACTERISTICS.csv,34,304,0,11.184211,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00118,CHR00118,T11_TRIAL_CHARACTERISTICS.csv,125,304,0,41.118421,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00119,CHR00119,T11_TRIAL_CHARACTERISTICS.csv,304,304,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00120,CHR00120,T11_TRIAL_CHARACTERISTICS.csv,184,184,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00121,CHR00121,T11_TRIAL_CHARACTERISTICS.csv,64,184,0,34.782609,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00122,CHR00122,T11_TRIAL_CHARACTERISTICS.csv,120,184,0,65.217391,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00123,CHR00123,T11_TRIAL_CHARACTERISTICS.csv,10,184,0,5.434783,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00124,CHR00124,T11_TRIAL_CHARACTERISTICS.csv,10,184,0,5.434783,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00125,CHR00125,T11_TRIAL_CHARACTERISTICS.csv,164,184,0,89.130435,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00126,CHR00126,T11_TRIAL_CHARACTERISTICS.csv,108,184,0,58.695652,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00127,CHR00127,T11_TRIAL_CHARACTERISTICS.csv,76,184,0,41.304348,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00128,CHR00128,T11_TRIAL_CHARACTERISTICS.csv,4,184,15,2.173913,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00129,CHR00129,T11_TRIAL_CHARACTERISTICS.csv,165,184,15,89.673913,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00130,CHR00130,T11_TRIAL_CHARACTERISTICS.csv,15,184,15,8.152174,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00131,CHR00131,T11_TRIAL_CHARACTERISTICS.csv,114,184,15,61.956522,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00132,CHR00132,T11_TRIAL_CHARACTERISTICS.csv,15,184,15,8.152174,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00133,CHR00133,T11_TRIAL_CHARACTERISTICS.csv,55,184,15,29.891304,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00134,CHR00134,T11_TRIAL_CHARACTERISTICS.csv,104,184,0,56.521739,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00135,CHR00135,T11_TRIAL_CHARACTERISTICS.csv,80,184,0,43.478261,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00136,CHR00136,T11_TRIAL_CHARACTERISTICS.csv,7,184,26,3.804348,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00137,CHR00137,T11_TRIAL_CHARACTERISTICS.csv,106,184,26,57.608696,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00138,CHR00138,T11_TRIAL_CHARACTERISTICS.csv,1,184,26,0.543478,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00139,CHR00139,T11_TRIAL_CHARACTERISTICS.csv,14,184,26,7.608696,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00140,CHR00140,T11_TRIAL_CHARACTERISTICS.csv,17,184,26,9.23913,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00141,CHR00141,T11_TRIAL_CHARACTERISTICS.csv,9,184,26,4.891304,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00142,CHR00142,T11_TRIAL_CHARACTERISTICS.csv,26,184,26,14.130435,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00143,CHR00143,T11_TRIAL_CHARACTERISTICS.csv,4,184,26,2.173913,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00144,CHR00144,T11_TRIAL_CHARACTERISTICS.csv,49,184,0,26.630435,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00145,CHR00145,T11_TRIAL_CHARACTERISTICS.csv,18,184,0,9.782609,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00146,CHR00146,T11_TRIAL_CHARACTERISTICS.csv,117,184,0,63.586957,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00147,CHR00147,T11_TRIAL_CHARACTERISTICS.csv,184,184,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00148,CHR00148,T11_TRIAL_CHARACTERISTICS.csv,359,359,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00149,CHR00149,T11_TRIAL_CHARACTERISTICS.csv,24,359,0,6.685237,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00150,CHR00150,T11_TRIAL_CHARACTERISTICS.csv,335,359,0,93.314763,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00151,CHR00151,T11_TRIAL_CHARACTERISTICS.csv,21,359,0,5.849582,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00152,CHR00152,T11_TRIAL_CHARACTERISTICS.csv,116,359,0,32.311978,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00153,CHR00153,T11_TRIAL_CHARACTERISTICS.csv,222,359,0,61.83844,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00154,CHR00154,T11_TRIAL_CHARACTERISTICS.csv,205,359,0,57.103064,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00155,CHR00155,T11_TRIAL_CHARACTERISTICS.csv,154,359,0,42.896936,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00156,CHR00156,T11_TRIAL_CHARACTERISTICS.csv,36,359,30,10.027855,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00157,CHR00157,T11_TRIAL_CHARACTERISTICS.csv,293,359,30,81.615599,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00158,CHR00158,T11_TRIAL_CHARACTERISTICS.csv,30,359,30,8.356546,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00159,CHR00159,T11_TRIAL_CHARACTERISTICS.csv,200,359,30,55.710306,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00160,CHR00160,T11_TRIAL_CHARACTERISTICS.csv,30,359,30,8.356546,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00161,CHR00161,T11_TRIAL_CHARACTERISTICS.csv,129,359,30,35.933148,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00162,CHR00162,T11_TRIAL_CHARACTERISTICS.csv,207,359,0,57.660167,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00163,CHR00163,T11_TRIAL_CHARACTERISTICS.csv,152,359,0,42.339833,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00164,CHR00164,T11_TRIAL_CHARACTERISTICS.csv,10,359,63,2.785515,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00165,CHR00165,T11_TRIAL_CHARACTERISTICS.csv,184,359,63,51.253482,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00166,CHR00166,T11_TRIAL_CHARACTERISTICS.csv,19,359,63,5.292479,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00167,CHR00167,T11_TRIAL_CHARACTERISTICS.csv,32,359,63,8.913649,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00168,CHR00168,T11_TRIAL_CHARACTERISTICS.csv,2,359,63,0.557103,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00169,CHR00169,T11_TRIAL_CHARACTERISTICS.csv,39,359,63,10.86351,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00170,CHR00170,T11_TRIAL_CHARACTERISTICS.csv,63,359,63,17.548747,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00171,CHR00171,T11_TRIAL_CHARACTERISTICS.csv,10,359,63,2.785515,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00172,CHR00172,T11_TRIAL_CHARACTERISTICS.csv,144,359,0,40.111421,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00173,CHR00173,T11_TRIAL_CHARACTERISTICS.csv,37,359,0,10.306407,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00174,CHR00174,T11_TRIAL_CHARACTERISTICS.csv,178,359,0,49.582173,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00175,CHR00175,T11_TRIAL_CHARACTERISTICS.csv,359,359,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00176,CHR00176,T11_TRIAL_CHARACTERISTICS.csv,335,335,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00177,CHR00177,T11_TRIAL_CHARACTERISTICS.csv,335,335,0,100.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00178,CHR00178,T11_TRIAL_CHARACTERISTICS.csv,21,335,0,6.268657,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00179,CHR00179,T11_TRIAL_CHARACTERISTICS.csv,113,335,0,33.731343,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00180,CHR00180,T11_TRIAL_CHARACTERISTICS.csv,201,335,0,60.0,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00181,CHR00181,T11_TRIAL_CHARACTERISTICS.csv,188,335,0,56.119403,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00182,CHR00182,T11_TRIAL_CHARACTERISTICS.csv,147,335,0,43.880597,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00183,CHR00183,T11_TRIAL_CHARACTERISTICS.csv,34,335,27,10.149254,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00184,CHR00184,T11_TRIAL_CHARACTERISTICS.csv,274,335,27,81.791045,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00185,CHR00185,T11_TRIAL_CHARACTERISTICS.csv,27,335,27,8.059701,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00186,CHR00186,T11_TRIAL_CHARACTERISTICS.csv,188,335,27,56.119403,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00187,CHR00187,T11_TRIAL_CHARACTERISTICS.csv,27,335,27,8.059701,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00188,CHR00188,T11_TRIAL_CHARACTERISTICS.csv,120,335,27,35.820896,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00189,CHR00189,T11_TRIAL_CHARACTERISTICS.csv,191,335,0,57.014925,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00190,CHR00190,T11_TRIAL_CHARACTERISTICS.csv,144,335,0,42.985075,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00191,CHR00191,T11_TRIAL_CHARACTERISTICS.csv,10,335,58,2.985075,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00192,CHR00192,T11_TRIAL_CHARACTERISTICS.csv,168,335,58,50.149254,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00193,CHR00193,T11_TRIAL_CHARACTERISTICS.csv,18,335,58,5.373134,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00194,CHR00194,T11_TRIAL_CHARACTERISTICS.csv,30,335,58,8.955224,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00195,CHR00195,T11_TRIAL_CHARACTERISTICS.csv,2,335,58,0.597015,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
DEN_CHR00196,CHR00196,T11_TRIAL_CHARACTERISTICS.csv,39,335,58,11.641791,PASS,0<=numerator<=denominator; 0<=unknown<=denominator; percentage reconciles
