NCT_ID,Measure_Title,Category,Participant_Count,Selected_Group_ID,Unit,JSON_Pointer
NCT05462912,"Age, Categorical",>=65 years,0.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/2
NCT05873257,"Age, Categorical",<=18 years,0.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/0
NCT05873257,"Age, Categorical",Between 18 and 65 years,10.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/1
NCT05873257,"Age, Categorical",>=65 years,40.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/2
NCT05892341,"Age, Customized",NOT_PUBLICLY_SPECIFIED,80.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/0
NCT05892341,"Age, Customized",NOT_PUBLICLY_SPECIFIED,85.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/1/categories/0
NCT05892341,"Age, Customized",NOT_PUBLICLY_SPECIFIED,38.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/2/categories/0
NCT06161480,"Age, Categorical",<=18 years,0.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/0
NCT06161480,"Age, Categorical",Between 18 and 65 years,28.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/1
NCT06161480,"Age, Categorical",>=65 years,21.0,BG000,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/2
NCT06831760,"Age, Categorical",<=18 years,0.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/0
NCT06831760,"Age, Categorical",Between 18 and 65 years,60.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/1
NCT06831760,"Age, Categorical",>=65 years,0.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/2
NCT06853210,"Age, Categorical",<=18 years,0.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/0
NCT06853210,"Age, Categorical",Between 18 and 65 years,41.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/1
NCT06853210,"Age, Categorical",>=65 years,39.0,BG002,Participants,/resultsSection/baselineCharacteristicsModule/measures/0/classes/0/categories/2
