Metric_ID,Module,Population,Present_N,Full_Denominator,Evaluable_Denominator,Indeterminate_N,Confirmed_Full_Percent,Confirmed_Evaluable_Percent,Lower_Bound_Percent,Upper_Bound_Percent,Indeterminate_Percent,Publication_Display_State
GERIATRIC_mobility_adl_function,GERIATRIC_DOMAIN,ALL_INCLUDED,291,1218,1054,164,23.891626,27.609108,23.891626,37.356322,13.464696,INDETERMINATE_AFTER_REVIEW
GERIATRIC_cognition_decision_capacity,GERIATRIC_DOMAIN,ALL_INCLUDED,157,1218,1082,136,12.889984,14.510166,12.889984,24.055829,11.165846,INDETERMINATE_AFTER_REVIEW
GERIATRIC_life_expectancy_advanced_illness,GERIATRIC_DOMAIN,ALL_INCLUDED,135,1218,1196,22,11.083744,11.287625,11.083744,12.889984,1.80624,INDETERMINATE_AFTER_REVIEW
GERIATRIC_nutrition_malnutrition,GERIATRIC_DOMAIN,ALL_INCLUDED,105,1218,1002,216,8.62069,10.479042,8.62069,26.35468,17.73399,INDETERMINATE_AFTER_REVIEW
GERIATRIC_care_setting_caregiver,GERIATRIC_DOMAIN,ALL_INCLUDED,52,1218,1061,157,4.269294,4.901037,4.269294,17.159278,12.889984,INDETERMINATE_AFTER_REVIEW
GERIATRIC_frailty_direct,GERIATRIC_DOMAIN,ALL_INCLUDED,11,1218,1186,32,0.90312,0.927487,0.90312,3.530378,2.627258,INDETERMINATE_AFTER_REVIEW
GERIATRIC_multimorbidity_burden,GERIATRIC_DOMAIN,ALL_INCLUDED,7,1218,1154,64,0.574713,0.606586,0.574713,5.829228,5.254516,INDETERMINATE_AFTER_REVIEW
GERIATRIC_polypharmacy_medication_burden,GERIATRIC_DOMAIN,ALL_INCLUDED,1,1218,1201,17,0.082102,0.083264,0.082102,1.477833,1.395731,INDETERMINATE_AFTER_REVIEW
GERIATRIC_proxy_consent_pathway,GERIATRIC_DOMAIN,ALL_INCLUDED,29,1218,1078,140,2.380952,2.690167,2.380952,13.875205,11.494253,INDETERMINATE_AFTER_REVIEW
