Metric_ID,Module,Population,Present_N,Full_Denominator,Evaluable_Denominator,Indeterminate_N,Confirmed_Full_Percent,Confirmed_Evaluable_Percent,Lower_Bound_Percent,Upper_Bound_Percent,Indeterminate_Percent,Publication_Display_State,Framework,Final_COS_Electronic_Publication_Date,Temporal_Scenario,Coverage_Window,Domain
COREVEN_POST_FINAL_COS_6_MONTH_LAG_PRIMARY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,0,31,28,3,0.0,0.0,0.0,9.677419,9.677419,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,PRIMARY_REGISTERED,quality_of_life
COREVEN_POST_FINAL_COS_6_MONTH_LAG_PRIMARY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,0,31,28,3,0.0,0.0,0.0,9.677419,9.677419,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,PRIMARY_REGISTERED,resource_use
COREVEN_POST_FINAL_COS_6_MONTH_LAG_PRIMARY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,1,31,29,2,3.225806,3.448276,3.225806,9.677419,6.451613,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,PRIMARY_REGISTERED,adverse_events
COREVEN_POST_FINAL_COS_6_MONTH_LAG_PRIMARY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,0,31,28,3,0.0,0.0,0.0,9.677419,9.677419,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,PRIMARY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_POST_FINAL_COS_12_MONTH_LAG_PRIMARY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,7,12,11,1,58.333333,63.636364,58.333333,66.666667,8.333333,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,PRIMARY_REGISTERED,healing
COREVEN_POST_FINAL_COS_12_MONTH_LAG_PRIMARY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,2,12,12,0,16.666667,16.666667,16.666667,16.666667,0.0,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,PRIMARY_REGISTERED,pain
COREVEN_POST_FINAL_COS_12_MONTH_LAG_PRIMARY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,0,12,11,1,0.0,0.0,0.0,8.333333,8.333333,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,PRIMARY_REGISTERED,quality_of_life
COREVEN_POST_FINAL_COS_12_MONTH_LAG_PRIMARY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,0,12,11,1,0.0,0.0,0.0,8.333333,8.333333,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,PRIMARY_REGISTERED,resource_use
COREVEN_POST_FINAL_COS_12_MONTH_LAG_PRIMARY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,0,12,11,1,0.0,0.0,0.0,8.333333,8.333333,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,PRIMARY_REGISTERED,adverse_events
COREVEN_POST_FINAL_COS_12_MONTH_LAG_PRIMARY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,0,12,11,1,0.0,0.0,0.0,8.333333,8.333333,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,PRIMARY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_DATE_INDETERMINATE_PRIMARY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,PRIMARY_REGISTERED,healing
COREVEN_DATE_INDETERMINATE_PRIMARY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,PRIMARY_REGISTERED,pain
COREVEN_DATE_INDETERMINATE_PRIMARY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,PRIMARY_REGISTERED,quality_of_life
COREVEN_DATE_INDETERMINATE_PRIMARY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,PRIMARY_REGISTERED,resource_use
COREVEN_DATE_INDETERMINATE_PRIMARY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,PRIMARY_REGISTERED,adverse_events
COREVEN_DATE_INDETERMINATE_PRIMARY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,PRIMARY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_PRE_FINAL_COS_ANY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,PRE_FINAL_COS,108,265,234,31,40.754717,46.153846,40.754717,52.45283,11.698113,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,PRE_FINAL_COS,ANY_REGISTERED,healing
COREVEN_PRE_FINAL_COS_ANY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,PRE_FINAL_COS,99,265,244,21,37.358491,40.57377,37.358491,45.283019,7.924528,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,PRE_FINAL_COS,ANY_REGISTERED,pain
COREVEN_PRE_FINAL_COS_ANY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,PRE_FINAL_COS,69,265,230,35,26.037736,30.0,26.037736,39.245283,13.207547,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,PRE_FINAL_COS,ANY_REGISTERED,quality_of_life
COREVEN_PRE_FINAL_COS_ANY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,PRE_FINAL_COS,16,265,215,50,6.037736,7.44186,6.037736,24.90566,18.867925,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,PRE_FINAL_COS,ANY_REGISTERED,resource_use
COREVEN_PRE_FINAL_COS_ANY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,PRE_FINAL_COS,98,265,237,28,36.981132,41.350211,36.981132,47.54717,10.566038,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,PRE_FINAL_COS,ANY_REGISTERED,adverse_events
COREVEN_PRE_FINAL_COS_ANY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,PRE_FINAL_COS,1,265,211,54,0.377358,0.473934,0.377358,20.754717,20.377358,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,PRE_FINAL_COS,ANY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_POST_FINAL_COS_0_MONTH_ANY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_0_MONTH,24,39,35,4,61.538462,68.571429,61.538462,71.794872,10.25641,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_0_MONTH,ANY_REGISTERED,healing
COREVEN_POST_FINAL_COS_0_MONTH_ANY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_0_MONTH,16,39,35,4,41.025641,45.714286,41.025641,51.282051,10.25641,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_0_MONTH,ANY_REGISTERED,pain
COREVEN_POST_FINAL_COS_0_MONTH_ANY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_0_MONTH,10,39,34,5,25.641026,29.411765,25.641026,38.461538,12.820513,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_0_MONTH,ANY_REGISTERED,quality_of_life
COREVEN_POST_FINAL_COS_0_MONTH_ANY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_0_MONTH,2,39,31,8,5.128205,6.451613,5.128205,25.641026,20.512821,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_0_MONTH,ANY_REGISTERED,resource_use
COREVEN_POST_FINAL_COS_0_MONTH_ANY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_0_MONTH,14,39,35,4,35.897436,40.0,35.897436,46.153846,10.25641,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_0_MONTH,ANY_REGISTERED,adverse_events
COREVEN_POST_FINAL_COS_0_MONTH_ANY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_0_MONTH,1,39,31,8,2.564103,3.225806,2.564103,23.076923,20.512821,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_0_MONTH,ANY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_POST_FINAL_COS_6_MONTH_LAG_ANY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,19,31,28,3,61.290323,67.857143,61.290323,70.967742,9.677419,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,ANY_REGISTERED,healing
COREVEN_POST_FINAL_COS_6_MONTH_LAG_ANY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,12,31,27,4,38.709677,44.444444,38.709677,51.612903,12.903226,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,ANY_REGISTERED,pain
COREVEN_POST_FINAL_COS_6_MONTH_LAG_ANY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,7,31,26,5,22.580645,26.923077,22.580645,38.709677,16.129032,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,ANY_REGISTERED,quality_of_life
COREVEN_POST_FINAL_COS_6_MONTH_LAG_ANY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,2,31,24,7,6.451613,8.333333,6.451613,29.032258,22.580645,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,ANY_REGISTERED,resource_use
COREVEN_POST_FINAL_COS_6_MONTH_LAG_ANY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,11,31,28,3,35.483871,39.285714,35.483871,45.16129,9.677419,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,ANY_REGISTERED,adverse_events
COREVEN_POST_FINAL_COS_6_MONTH_LAG_ANY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_6_MONTH_LAG,1,31,24,7,3.225806,4.166667,3.225806,25.806452,22.580645,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_6_MONTH_LAG,ANY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_POST_FINAL_COS_12_MONTH_LAG_ANY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,8,12,10,2,66.666667,80.0,66.666667,83.333333,16.666667,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,ANY_REGISTERED,healing
COREVEN_POST_FINAL_COS_12_MONTH_LAG_ANY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,5,12,11,1,41.666667,45.454545,41.666667,50.0,8.333333,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,ANY_REGISTERED,pain
COREVEN_POST_FINAL_COS_12_MONTH_LAG_ANY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,3,12,10,2,25.0,30.0,25.0,41.666667,16.666667,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,ANY_REGISTERED,quality_of_life
COREVEN_POST_FINAL_COS_12_MONTH_LAG_ANY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,1,12,9,3,8.333333,11.111111,8.333333,33.333333,25.0,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,ANY_REGISTERED,resource_use
COREVEN_POST_FINAL_COS_12_MONTH_LAG_ANY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,3,12,10,2,25.0,30.0,25.0,41.666667,16.666667,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,ANY_REGISTERED,adverse_events
COREVEN_POST_FINAL_COS_12_MONTH_LAG_ANY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,POST_FINAL_COS_12_MONTH_LAG,0,12,9,3,0.0,0.0,0.0,25.0,25.0,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,POST_FINAL_COS_12_MONTH_LAG,ANY_REGISTERED,ALL_DOMAINS_PRESENT
COREVEN_DATE_INDETERMINATE_ANY_REGISTERED_healing,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,ANY_REGISTERED,healing
COREVEN_DATE_INDETERMINATE_ANY_REGISTERED_pain,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,ANY_REGISTERED,pain
COREVEN_DATE_INDETERMINATE_ANY_REGISTERED_quality_of_life,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,ANY_REGISTERED,quality_of_life
COREVEN_DATE_INDETERMINATE_ANY_REGISTERED_resource_use,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,ANY_REGISTERED,resource_use
COREVEN_DATE_INDETERMINATE_ANY_REGISTERED_adverse_events,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,ANY_REGISTERED,adverse_events
COREVEN_DATE_INDETERMINATE_ANY_REGISTERED_ALL_DOMAINS_PRESENT,COS_TEMPORAL_ALIGNMENT,DATE_INDETERMINATE,0,0,0,0,,,,,,INDETERMINATE_AFTER_REVIEW,COREVEN,2024-03-04,DATE_INDETERMINATE,ANY_REGISTERED,ALL_DOMAINS_PRESENT
