Register_ID,Artifact_Type,Source_File,Source_Row_Number,Row_Key,Field,Value,Numerator_Context,Denominator_Context,Percent_Context,Source_SHA256,Interpretation_Boundary
NRR000224,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,4,Age_Scale=STRUCTURED|Threshold_Years=80|Category=YES,Count,914,914,1218,75.041051,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000225,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,4,Age_Scale=STRUCTURED|Threshold_Years=80|Category=YES,Total_Denominator,1218,914,1218,75.041051,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000226,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,4,Age_Scale=STRUCTURED|Threshold_Years=80|Category=YES,Evaluable_Denominator,1176,914,1218,75.041051,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000227,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,4,Age_Scale=STRUCTURED|Threshold_Years=80|Category=YES,Unknown_Count,42,914,1218,75.041051,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000228,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,4,Age_Scale=STRUCTURED|Threshold_Years=80|Category=YES,Percent_Total,75.041051,914,1218,75.041051,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000229,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,4,Age_Scale=STRUCTURED|Threshold_Years=80|Category=YES,Percent_Evaluable,77.721088,914,1218,75.041051,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000230,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Threshold_Years,85,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000231,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Count,846,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000232,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Total_Denominator,1218,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000233,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Evaluable_Denominator,1176,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000234,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Unknown_Count,42,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000235,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Percent_Total,69.458128,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000236,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,5,Age_Scale=STRUCTURED|Threshold_Years=85|Category=YES,Percent_Evaluable,71.938776,846,1218,69.458128,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000237,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Threshold_Years,65,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000238,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Count,1083,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000239,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Total_Denominator,1218,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000240,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Evaluable_Denominator,1180,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000241,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Unknown_Count,38,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000242,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Percent_Total,88.916256,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000243,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,6,Age_Scale=RECONCILED|Threshold_Years=65|Category=YES,Percent_Evaluable,91.779661,1083,1218,88.916256,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000244,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Threshold_Years,75,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000245,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Count,956,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000246,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Total_Denominator,1218,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000247,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Evaluable_Denominator,1180,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000248,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Unknown_Count,38,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000249,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Percent_Total,78.489327,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000250,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,7,Age_Scale=RECONCILED|Threshold_Years=75|Category=YES,Percent_Evaluable,81.016949,956,1218,78.489327,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000251,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Threshold_Years,80,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000252,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Count,900,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000253,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Total_Denominator,1218,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000254,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Evaluable_Denominator,1180,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000255,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Unknown_Count,38,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000256,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Percent_Total,73.891626,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000257,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,8,Age_Scale=RECONCILED|Threshold_Years=80|Category=YES,Percent_Evaluable,76.271186,900,1218,73.891626,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000258,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Threshold_Years,85,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000259,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Count,834,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000260,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Total_Denominator,1218,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000261,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Evaluable_Denominator,1180,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000262,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Unknown_Count,38,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000263,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Percent_Total,68.472906,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000264,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,9,Age_Scale=RECONCILED|Threshold_Years=85|Category=YES,Percent_Evaluable,70.677966,834,1218,68.472906,c70d52b16e85aa4b0d4198e94181b3e92223a3fcfa94ba312d9cfb64e0400cc1,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000265,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,2,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=FALSE,Count,1169,1169,1218,95.977011,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000266,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,2,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=FALSE,Total_Denominator,1218,1169,1218,95.977011,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000267,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,2,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=FALSE,Evaluable_Denominator,1215,1169,1218,95.977011,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000268,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,2,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=FALSE,Unknown_Count,3,1169,1218,95.977011,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000269,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,2,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=FALSE,Percent_Total,95.977011,1169,1218,95.977011,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000270,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,2,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=FALSE,Percent_Evaluable,96.213992,1169,1218,95.977011,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000271,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,3,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=REQUIRES_EXPERT_DECISION,Count,3,3,1218,0.246305,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000272,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,3,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=REQUIRES_EXPERT_DECISION,Total_Denominator,1218,3,1218,0.246305,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000273,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,3,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=REQUIRES_EXPERT_DECISION,Evaluable_Denominator,1215,3,1218,0.246305,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000274,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,3,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=REQUIRES_EXPERT_DECISION,Unknown_Count,3,3,1218,0.246305,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000275,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,3,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=REQUIRES_EXPERT_DECISION,Percent_Total,0.246305,3,1218,0.246305,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000276,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,4,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=TRUE,Count,46,46,1218,3.776683,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000277,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,4,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=TRUE,Total_Denominator,1218,46,1218,3.776683,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000278,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,4,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=TRUE,Evaluable_Denominator,1215,46,1218,3.776683,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000279,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,4,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=TRUE,Unknown_Count,3,46,1218,3.776683,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000280,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,4,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=TRUE,Percent_Total,3.776683,46,1218,3.776683,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000281,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,4,Age_Scale=AGE_FIELD_CONFLICT|Threshold_Years=|Category=TRUE,Percent_Evaluable,3.786008,46,1218,3.776683,a98e69dc02953761922cd01fe3de4918632b525aaecc78ff00880cc9f2543beb,ELIGIBILITY_NOT_ACTUAL_OLDER_ADULT_ENROLLMENT_STRUCTURED_RECONCILED_SEPARATE
NRR000282,FIGURE_SOURCE,outputs/step_13_corrected_1218_r3c/figures/F03_GERIATRIC_DOMAIN_MATRIX_DATA.csv,2,Domain_ID=frailty_direct|Category=NOT_PUBLICLY_SPECIFIED,Count,1175,1175,1218,96.469622,218c32bb0c74f4ea131f447a366c716bad7711d613ad5ea64d5511346aa69b2e,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
